Creator,Created,Playlist Name,Share Code,Description
thundah,2024-05-09,"CDIM - REACTIVE TRACKING",KovaaKsCrossfiring90Brush,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - PRECISE TRACKING",KovaaKsCrackingZonedEgg,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - DYNAMIC CLICKING",KovaaKsCounterstrafingYellowMain,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - EVASIVE SWITCHING",KovaaKsClippingWideTeleport,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - EVASIVE",KovaaKsChokingWetNuns,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - SPEED",KovaaKsCheatingWeeklyWindow,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - REACTIVE",KovaaKsChattingWeeklyChat,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - PRECISE",KovaaKsChatfraggingVividtangerineFov,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - DYNAMIC",KovaaKsChallengingViscousPlunder,"cAt daily improvement method"
thundah,2024-05-09,"CDIM - STATIC",KovaaKsCarryingViscousAfk,"cAt daily improvement method"
thundah,2024-05-07,"thundah Precise Tracking S2 Beta",KovaaKsHipfiringSeagreenBottomfrag,""
thundah,2024-04-24,"thundah TF2 Sniper Warmup Playlist",KovaaKsStrafingFantasticChoke,""
thundah,2024-04-24,"thundah TF2 Sniper Practice Playlist",KovaaKsStartingExtraFrenzy,""
thundah,2024-04-15,"thundah precision tracking benchmarks",KovaaKsClearingDynamicClass,"S1"
thundah,2024-04-14,"SUNDAY - MIXED",KovaaKsTeleportingRangedWindow,"Recommended FOV: 103 - 120 Overwatch  Recommended sens: 20 - 60cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-14,"SATURDAY - EVASIVE SWITCHING",KovaaKsStrafingPulledAfk,"Recommended FOV: 110 - 120 Overwatch  Recommended sens: 25 - 50cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-14,"FRIDAY - SPEED SWITCHING",KovaaKsSnipingPlumGod,"Recommended FOV: 110 - 120 Overwatch  Recommended sens: 25 - 50cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-14,"THURSDAY - REACTIVE TRACKING",KovaaKsSneakingPickedRando,"Recommended FOV: 103 Overwatch  Recommended sens: 20 - 45cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-14,"WEDNESDAY - SMOOTH TRACKING",KovaaKsSensingPickedBait,"Recommended FOV: 103 Overwatch  Recommended sens: 20 - 50cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-14,"TUESDAY - STATIC CLICKING",KovaaKsRocketingPeriwinkleImpact,"Recommended FOV: 103 Overwatch  Recommended sens: 30 - 60cm/360   For Pokeball scenarios hold mouse 1 the whole run.  Happy grinding! and remember to stretch. "
thundah,2024-04-14,"MONDAY - DYNAMIC CLICKING",KovaaKsRoamingPeachShard,"Recommended FOV: 103 Overwatch  Recommended sens: 30 - 55cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-14,"TUESDAY - STATIC",KovaaKsRevolvingPeachBottomfrag,"Recommended FOV: 103 Overwatch  Recommended sens: 30 - 60cm/360   For Pokeball scenarios hold mouse 1 the whole run.  Happy grinding! and remember to stretch. "
thundah,2024-04-14,"MONDAY - DYNAMIC",KovaaKsReloadingOlivegreenLowground,"Recommended FOV: 103 Overwatch  Recommended sens: 30 - 55cm/360  Happy grinding! and remember to stretch."
thundah,2024-04-06,"cAt V2",KovaaKsNamedroppingRareDoghouse,""
thundah,2024-03-29,"thundah precision beta playlist",KovaaKsResettingCobaltEquipment,"v1"
thundah,2024-03-23,"VAS Chamber",KovaaKsBouncingStaticYellowbar,""
thundah,2024-03-22,"cAt sausagetrack Novice Chamber",KovaaKsWinningSmoothCard,""
thundah,2024-03-22,"cAt sausagetrack Intermediate Chamber",KovaaKsVibratingSmallFeed,""
thundah,2024-03-22,"cAt sausagetrack Advanced Chamber",KovaaKsUltingSlowOperator,""
thundah,2024-03-22,"cAt fluffyTrack Novice Chamber",KovaaKsTrackingSlipperyChoke,""
thundah,2024-03-22,"cAt fluffyTrack Intermediate Chamber",KovaaKsTimewarpingSkyblueFrenzy,""
thundah,2024-03-22,"cAt fluffyTrack Advanced Chamber",KovaaKsTeleportingSilverPot,""
thundah,2024-03-05,"VDIM Shortened - Static Clicking",KovaaKsPoppingScarletController,""
thundah,2024-03-05,"VDIM Shortened - Dynamic Clicking",KovaaKsPlunderingScaredGunsmith,""
thundah,2024-03-05,"VDIM Shortened - Evasive Switching",KovaaKsDodgingMidnightblueCd,""
thundah,2024-03-05,"VDIM Shortened - Speed Switching",KovaaKsDinkingMidFlank,""
thundah,2024-03-05,"VDIM Shortened - Reactive Tracking",KovaaKsDashingMehAce,""
thundah,2024-03-05,"VDIM Shortened - Smooth Tracking",KovaaKsCrouchingMediumClass,""
thundah,2024-03-04,"VDIM Shortened - Static",KovaaKsStrikingGodlikeDoghouse,""
thundah,2024-03-02,"VDIM Shortened - Dynamic",KovaaKsFlashingDesertsandShotgun,""
thundah,2024-03-01,"cAt",KovaaKsStrafingMaximumblueSkybot,"all cAt scenarios"
thundah,2024-03-01,"cAt Nov",KovaaKsPlunderingJumboAutomatic,""
thundah,2024-03-01,"cAt Int",KovaaKsPingingJitteryDeserteagle,""
thundah,2024-03-01,"cAt Adv",KovaaKsPerfectingInvincibleSentinel,""
thundah,2024-02-29,"rA Benchmarks Adv",KovaaKsGlidingHorizontalAutomatic,"s1"
thundah,2024-02-28,"rA Benchmark Easy",KovaaKsMountingMauveCapture,"s1"
thundah,2024-02-22,"Voltaic Season 1",KovaaKsDashingEasyAntidive,""
thundah,2023-12-24,"thundah benchmarks",KovaaKsStrikingBrightCheater,""
thundah,2023-12-18,"Thundah Finals Warmup Routine",KovaaKsFinishingOrangePrecision,""
thundah,2023-11-02,"thundah VT aimerz+ playlist",KovaaKsCrankingScarletAdd,"beasting one scenerio at a time"
