Creator,Created,Playlist Name,Share Code,Description
MattyOW,2025-02-11,"Vokul OW (Flex Support Mechanics) I",KovaaKsCamouflagingMauveButton,"This playlist is for OW flex support players (Kiriko, Ana, Illari, Baptiste, Zenyatta, etc.)   Focus is on click-timing and mouse control development through instant-acceleration tracking."
MattyOW,2025-01-09,"MattyOW - Jade Purge - EvasiveTS",KovaaKsCarryingJebaitedNightfall,"Playlist by MattyOW"
MattyOW,2025-01-05,"MattyOW - Jade Purge - SpeedTS ",KovaaKsRoamingMaximumblueFlash,"Playlist by MattyOW"
MattyOW,2025-01-02,"MattyOW -  Jade Purge - Reactive Tracking",KovaaKsTrollingFuchsiaCubby,"Playlist by MattyOW"
MattyOW,2024-12-29,"MattyOW - Jade Purge - Precise Tracking",KovaaKsGhostpeekingWetBot,"Playlist by MattyOW"
MattyOW,2024-12-22,"MattyOW - Jade Purge - Dynamic Clicking",KovaaKsZoningRedAntidive,"Playlist by MattyOW"
MattyOW,2024-12-19,"MattyOW - Jade Purge - Static Clicking",KovaaKsPushingSmoothImpact,"Playlist by VT Matty"
MattyOW,2024-11-04,"Parkinson's Cure",KovaaKsExitfraggingEggplantBigpot,"Playlist by MattyOW - Raw smoothness scenarios"
MattyOW,2024-10-07,"Doorknob Marist 2",KovaaKsJumpingSilverOperator,"Playlist for the knobgang"
MattyOW,2024-09-13,"Tate Mcrae",KovaaKsCounterstrafingExtraSkybot,"Playlist by MattyOW - Fun, rhythm-based scenarios. Listen to her while playing."
MattyOW,2024-09-06,"blind babies trying to move a mouse",KovaaKsChattingTaggedValue,"Playlist by MattyOW - So easy that you discover you might actually want to play the HAHAHAHAHAHAHAHAHA playlist."
MattyOW,2024-08-29,"HAHAHAHAHAHAHAHAHA",KovaaKsBlinkingViscousCamp,"Playlist by MattyOW"
MattyOW,2024-08-21,"Schizophrenia II",KovaaKsPickingDinkedCapture,"Playlist by MattyOW"
MattyOW,2024-08-16,"Schizophrenia I",KovaaKsClearingFlawlessWindow,"Playlist by MattyOW"
MattyOW,2024-08-16,"Matty's Malicious Playlist",KovaaKsDunkingInvincibleCrucible,"Playlist By MattyOW - Playlist consisting entirely of my favorite scenario type."
MattyOW,2024-08-16,"Oblivion",KovaaKsDashingHardKillstreak,"Playlist by MattyOW - Varied Evasive TS scenarios progressively becoming more difficult or unfamiliar."
MattyOW,2024-07-31,"Marix Amped Routine",KovaaKsChokingAttachedPrecision,"Aimlabs Amped Coaching routine for CS player Marix ported into to Kovaaks."
MattyOW,2024-06-07,"Toby aim",KovaaKsBlinkingDenimBrush,""
MattyOW,2024-01-26,"Kimchi Amped Routine (Clone)",KovaaKsFlickingFuchsiaMilestone,"This playlist is a clone of the Amped Voltaic routine originally built in Aimlabs for Apex professional player kimchilee"
MattyOW,2023-09-21,"MattyOW DCC OW Benchmarks - Standard",KovaaKsCarryingDiagonalOfftank,"Standard Difficulty."
MattyOW,2023-08-13,"William Illari sA (Stupidity Aim)",KovaaKsPerfectingMahoganyNerf,""
MattyOW,2023-06-03,"Pandora's Box 1-1",KovaaKsSnipingDownedShotgun,""
MattyOW,2023-06-02,"Pandora's Box 1",KovaaKsCamouflagingJumpyMouse,""
MattyOW,2023-06-02,"Pandora's Box [old]",KovaaKsCallingJumboValue,"Dot Clicking Club weekly cycled randomized playlist. Hand-picked every Saturday by MattyOW.  (First scenario, controlsphere is a warmup scenario)"
MattyOW,2023-04-03,"Marist College VAL2",KovaaKsBobbingTaggedMain,""
MattyOW,2023-03-07,"Facemisk Precision 2",KovaaKsReloadingAfkDunk,""
MattyOW,2023-03-04,"Cain Strafe Aim",KovaaKsBombingExtraOfftank,""
MattyOW,2023-02-25,"Cain Micro Smoothness",KovaaKsBottingCrackedVehicle,""
MattyOW,2023-02-21,"Marist Val Andrew",KovaaKsCallingJitteryLurker,""
MattyOW,2023-02-06,"Facemisk Strafe Aim",KovaaKsCampingGearedEngram,""
MattyOW,2023-02-06,"Facemisk Precision",KovaaKsCallingFraggedTimewarp,"w"
MattyOW,2023-01-15,"Doorknob Switching Marist1c",KovaaKsClippingGodlikeBattleroyale,""
MattyOW,2023-01-10,"Pathfinders Reactivity",KovaaKsDodgingEggplantPatrol,"Pathfinders routine:  4/7 of a collection of intermediate level scenarios designed to both welcome and challenge newer aim trainers. Run one of these 7 routines every day for an allotted duration of an hour to an hour and a half. "
MattyOW,2023-01-10,"Pathfinders Precision ",KovaaKsDinkingEggplant1x1,"Pathfinders routine:  3/7 of a collection of intermediate level scenarios designed to both welcome and challenge newer aim trainers. Run one of these 7 routines every day for an allotted duration of an hour to an hour and a half. "
MattyOW,2023-01-07,"LG56 - Bounce Dynamic - 1-6-23",KovaaKsPeakingPetulantDunk,""
MattyOW,2023-01-07,"LG56 - Pasu - 1-6-23",KovaaKsPatrollingPeriwinkleLurker,""
MattyOW,2023-01-07,"LG56 - Bounce Precise Tracking - 1",KovaaKsNerfingPeachCallout,""
MattyOW,2023-01-07,"LG56 Statics - Flick Accuracy 1",KovaaKsMainingNerfedWall,""
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Strafe Easy",KovaaKsAdsingCloseOperator,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Switching Easy",KovaaKsAcingClippyYellowbar,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Arc Dynamic Easy",KovaaKsZoningClippyChoke,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - XY Dynamic Easy",KovaaKsWipingClearedFrenzy,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Reactivity Easy",KovaaKsWinningChestnutPot,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Precise Easy",KovaaKsVibratingChestnutAntieco,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Statics Easy",KovaaKsTrollingChatfraggedHalfbuy,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Arc Dynamic ",KovaaKsTeleportingCeruleanDodge,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Precise",KovaaKsTaggingCapturedIntelligence,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Reactivity",KovaaKsSwitchingCanarySmg,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Statics",KovaaKsStrikingCanaryBrush,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Strafe",KovaaKsStrafingCamouflagedEgg,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - Switching ",KovaaKsStartingCaffeinatedMain,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2023-01-01,"DCC MattyOW OFFICIAL - XY Dynamic",KovaaKsSnipingButteryTeleport,"Dot Clicking Club MattyOW Tailored Routine  Designed to played weekly"
MattyOW,2022-12-17,"Pathfinders Speed",KovaaKsImpactingWideHeaven,"Pathfinders routine:  1/7 of a collection of intermediate level scenarios designed to both welcome and challenge newer aim trainers. Run one of these 7 routines every day for an allotted duration of an hour to an hour and a half. "
MattyOW,2022-12-17,"Pathfinders Dynamic Clicking",KovaaKsHipfiringWhiteRhombus,"Pathfinders routine:  2/7 of a collection of intermediate level scenarios designed to both welcome and challenge newer aim trainers. Run one of these 7 routines every day for an allotted duration of an hour to an hour and a half. "
MattyOW,2022-12-11,"romking distance",KovaaKsFinishingSeagreenCash,"How to play: Each listed scenario has only one rep. Each time you run this playlist, you should use score thresholds to determine when you should move on.   That is, set a threshold close to your high score on the scenario. Each time you pl"
MattyOW,2022-11-22,"aimer7 speed revisited",KovaaKsBaitingDenimCheater,""
MattyOW,2022-11-16,"Marist College VAL1",KovaaKsPeekingFlawlessChat,"Play until personal score threshold is reached. Does not have to be highest score, just a small amount under. Play all scenarios at least daily."
MattyOW,2022-10-15,"Marist-CollegiateOW-1d",KovaaKsSwitchingFedGasmask,""
MattyOW,2022-10-15,"Marist-CollegiateOW-1c",KovaaKsStrikingFastProjectile,""
MattyOW,2022-10-14,"Marist-CollegiateOW-1b",KovaaKsPeakingCornflowerHalfbuy,""
MattyOW,2022-10-14,"Marist-CollegiateOW-1a",KovaaKsPatrollingCopperReset,"Fundamentals playlist for all crucial aim categories applied in Overwatch."
MattyOW,2022-08-23,"Matty Routine 7 - Strafing",KovaaKsRevolvingDesertsandAds,""
MattyOW,2022-08-23,"Matty Routine 6 - Switching",KovaaKsResettingDenimClient,""
MattyOW,2022-08-23,"Matty Routine 5 - Arc",KovaaKsReloadingDefaultGhostpeeker,""
MattyOW,2022-08-23,"Matty Routine 4 - Pasu",KovaaKsRaidingDandelionQuest,""
MattyOW,2022-08-23,"Matty Routine 3 - Precise",KovaaKsQuestingDandelionAttrition,""
MattyOW,2022-08-23,"Matty Routine 2 - Reactive ",KovaaKsPushingCrackedDeathball,""
MattyOW,2022-08-23,"Matty Routine 1 - Statics",KovaaKsPullingCornflowerHipfire,""
MattyOW,2022-08-23,"Matty Routine 7 - Strafing Enhanced",KovaaKsPoppingCopperSecret,""
MattyOW,2022-08-23,"Matty Routine 6 - Switching Enhanced",KovaaKsPlunderingCopperBomb,""
MattyOW,2022-08-23,"Matty Routine 5 - Arc Enhanced",KovaaKsPingingCobaltDrop,""
MattyOW,2022-08-23,"Matty Routine 4 - Pasu Enhanced",KovaaKsPickingClutchLoot,""
MattyOW,2022-08-23,"Matty Routine 3 - Precise Enhanced",KovaaKsPerfectingCloseSuper,""
MattyOW,2022-08-23,"Matty Routine 2 - Reactive Enhanced",KovaaKsPeekingCloseButton,""
MattyOW,2022-08-23,"Matty Routine 1 - Statics Enhanced",KovaaKsPeakingClippyEquipment,""
MattyOW,2022-07-21,"Toby Warmup",KovaaKsAdventuringClippyBait,""
MattyOW,2022-05-30,"sm00th",KovaaKsVibratingLightvenetianredPopcorn,""
MattyOW,2022-05-29,"Arctino",KovaaKsRoamingHardWeaponlevel,""
