Creator,Created,Playlist Name,Share Code,Description
wapaam!,2026-04-01,"! basic stuff idk",KovaaKsBouncingMidBattlepass,""
wapaam!,2026-03-31,"chadz fundamental build",KovaaKsDeathballingDiagonalCounterstrafe,""
wapaam!,2026-03-30,"loversrock - micro",KovaaKsCrackingFlyBomb,""
wapaam!,2026-03-30,"loversrock - post",KovaaKsCounterstrafingFlawlessDrop,""
wapaam!,2026-03-26,"micros",KovaaKsParachutingFraggedFieldupgrade,""
wapaam!,2026-03-25,"swazz",KovaaKsDashingFlankedHighground,""
wapaam!,2026-03-24,"zupaw sato fanboy",KovaaKsGhostpeekingLongBuff,""
wapaam!,2026-03-24,"post-micro",KovaaKsDashingHugeBattleroyale,""
wapaam!,2026-03-23,"horizontals",KovaaKsFlickingOlivegreenBuystation,""
wapaam!,2026-03-23,"landings",KovaaKsFeedingNastyChaingun,""
wapaam!,2026-03-23,"micro 1",KovaaKsEnragingMountedAdd,""
wapaam!,2026-03-22,"loversrock tasks with goals",KovaaKsChokingBuggedCash,"google sheets playlist"
wapaam!,2026-03-22,"loversrock score goals",KovaaKsChattingBrownOptic,""
wapaam!,2026-03-21,"Boni Road To Suzhou ",KovaaKsCarryingPlumFrenzy,"Sensei Pam Teachings, 缘木求鱼"
wapaam!,2026-03-21,"fahim",KovaaKsStrafingJunglegreenNano,""
wapaam!,2026-03-21,"arm n wrist",KovaaKsPeakingWideFamas,""
wapaam!,2026-03-21,"horizontal stuff I think",KovaaKsMountingVividtangerinePog,"140"
wapaam!,2026-03-20,"play high sens + fingertip",KovaaKsCamouflagingCrackedGunsmith,""
wapaam!,2026-03-20,"loversrock 0 154",KovaaKsBombingSkyblueLurker,""
wapaam!,2026-03-20,"- loversrock 0 172",KovaaKsBobbingSilverTag,""
wapaam!,2026-03-18,"SWUNG",KovaaKsBlinkingGoldenochreFalldamage,""
wapaam!,2026-03-18,"Lovers Rock W1 - wpm",KovaaKsAscendingWeeklyPerk,"smoothening out micros"
wapaam!,2026-03-17,"! tenkai warm-up",KovaaKsCrossfiringBuggedSpeed,""
wapaam!,2026-03-17,"tenkai technique building",KovaaKsBottingAntiquebrassEco,""
wapaam!,2026-03-17,"loversrock smoothening focus",KovaaKsSneakingWideForcebuy,""
wapaam!,2026-03-17,"! loversrock",KovaaKsRocketingWetClip,""
wapaam!,2026-03-16,"static his micros got stuck",KovaaKsHipfiringSlowDoublexp,""
wapaam!,2026-03-16,"! MMIV",KovaaKsFlashingShamrockCash,""
wapaam!,2026-03-16,"Kozzy W6",KovaaKsDodgingDefaultBait,""
wapaam!,2026-03-15,"! click timing maps",KovaaKsDunkingFraggedArmor,""
wapaam!,2026-03-15,"! stonezy w3 - wpm",KovaaKsChattingEasyChoke,""
wapaam!,2026-03-15,"! stonezy w4 - wpm",KovaaKsCamouflagingDesertsandReset,""
wapaam!,2026-03-15,"Iluri W2 - wpm",KovaaKsRevolvingBraveCubby,""
wapaam!,2026-03-15,"! iluri v2",KovaaKsResettingBoxedHip,"I made this shit bro"
wapaam!,2026-03-14,"landing transition to micro",KovaaKsEntryfragging90Prism,"lovers rock 1st playlist <3    scenarios where you play with mouse 1 / left click:  - angleshot valorant pokeball hard  - vt microshot pokeball  - avasive firefly 3  - clicking ones ofc"
wapaam!,2026-03-11,"stop playing 1w6t",KovaaKsRocketingGoodCrank,"no more 1w6t 10min, this 10min instead- sensei wu teachings, spinjutsu mastery"
wapaam!,2026-03-11,"Benjiro; Third Form",KovaaKsReloadingGodlikeDoghouse,""
wapaam!,2026-03-10,"set 5",KovaaKsExitfraggingFlawlessPrecision,""
wapaam!,2026-03-10,"operator!",KovaaKsDroppingFastRhombus,""
wapaam!,2026-03-10,"BBL Warm-up",KovaaKsDodgingFastBigpot,""
wapaam!,2026-03-10,"set 3",KovaaKsCrossfiringEntryEngine,""
wapaam!,2026-03-10,"set 2",KovaaKsCrackingEasyTile,""
wapaam!,2026-03-09,"Cosmo W1 - wpm",KovaaKsTimewarpingCharcoalgrayCallout,""
wapaam!,2026-03-08,"switching & landings",KovaaKsBobbingSunsetorangeFalldamage,""
wapaam!,2026-03-08,"dynamique",KovaaKsBaitingSneakyFov,""
wapaam!,2026-03-07,"! Mumble v3",KovaaKsImpactingCeruleanBsp,""
wapaam!,2026-03-07,"! jinx",KovaaKsDroppingBrickredDink,""
wapaam!,2026-03-07,"Kozzy w5 - wpm",KovaaKsRoamingSmallReset,""
wapaam!,2026-03-03,"! valorant fundamentals",KovaaKsDashingWhiteBsp,"2026 xd"
wapaam!,2026-03-03,"valorant fundamentals ig",KovaaKsCrouchingWetEngine,""
wapaam!,2026-03-02,"! aki playlist",KovaaKsBottingGodlikeExitfrag,""
wapaam!,2026-02-27,"josh w1",KovaaKsDeathballingFantasticEgg,""
wapaam!,2026-02-27,"boogie w1",KovaaKsChallengingDenimBait,""
wapaam!,2026-02-27,"xray w1",KovaaKsCampingCrackedShard,""
wapaam!,2026-02-26,"stark w1- wpm",KovaaKsMainingMahoganyInfiltration,""
wapaam!,2026-02-22,"furiousman",KovaaKsParachutingBlackHero,""
wapaam!,2026-02-21,"Kozzy W4",KovaaKsPatrollingMiniGunsmith,"STATIC MICRO FLUIDITY WAOAOAHASUDSAWHWDOAD"
wapaam!,2026-02-17,"! spark",KovaaKsZoningCamouflagedBuildbattle,""
wapaam!,2026-02-06,"Iluri W1",KovaaKsFlickingJitteryCt,"1st week / goat playlist!"
wapaam!,2026-01-29,"chains",KovaaKsClearingBuffedSentinel,"not static lol"
wapaam!,2026-01-29,"reflex habits",KovaaKsBuffingBadClass,"Amare is cool"
wapaam!,2026-01-27,"near - click",KovaaKsGhostpeekingJumboHero,""
wapaam!,2026-01-27,"near - tracking",KovaaKsEntryfraggingHorizontalModifier,""
wapaam!,2026-01-27,"near - micros",KovaaKsEnragingHardTopfrag,""
wapaam!,2026-01-26,"Kozzy W3 - wpm",KovaaKsPingingCharcoalgrayHip,"week3"
wapaam!,2026-01-26,"140",KovaaKsRevolvingScaredFieldupgrade,""
wapaam!,2026-01-26,"140 warm-up",KovaaKsResettingSaltyOptic,""
wapaam!,2026-01-24,"BIGCAT",KovaaKsFlankingCopperBrush,""
wapaam!,2026-01-22,"! iluri",KovaaKsPeakingMagentaStatus,"1st week / goat playlist!"
wapaam!,2026-01-19,"Mumble W2 - Click",KovaaKsDinkingScaredAdd,""
wapaam!,2026-01-19,"Mumble W2",KovaaKsCrackingRedHip,""
wapaam!,2026-01-18,"loversrock - playlist",KovaaKsParachutingWeeklyModifier,""
wapaam!,2026-01-18,"loversrock - dodge",KovaaKsNerfingVividtangerineTopfrag,""
wapaam!,2026-01-18,"loversrock - post flick",KovaaKsNamedroppingVividtangerineCard,""
wapaam!,2026-01-18,"loversrock - micro=confirmation, click",KovaaKsMainingVioletOperator,""
wapaam!,2026-01-17,"Kozzy W2 - wpm",KovaaKsChokingFuchsiaMachine,"smoothening out on margin of error, week 2"
wapaam!,2026-01-15,"Benjiro; Second Form",KovaaKsStrafingVerticalLurker,"Smoothening out"
wapaam!,2025-12-29,"Kozzy W1 - wpm",KovaaKsPeakingTurquoiseWall,"general playlist - introduction"
wapaam!,2025-12-26,"('@_@) Lite",KovaaKsBuyingGearedImpact,"operator?"
wapaam!,2025-12-26,"Lite; warm-up",KovaaKsHipfiringCamouflagedSpeed,""
wapaam!,2025-12-23,"('+_+) Lite",KovaaKsAcingBuggedCubby,""
wapaam!,2025-12-23,"(+_+) Lite",KovaaKsVibratingBrightDps,""
wapaam!,2025-12-22,"luke static",KovaaKsFlankingGreenFlashbang,""
wapaam!,2025-12-22,"luke multi-click",KovaaKsFinishingGrayPick,""
wapaam!,2025-12-22,"luke reflex",KovaaKsDodgingGodlikeHipfire,""
wapaam!,2025-12-22,"luke 1target",KovaaKsDinkingGoatedSecret,""
wapaam!,2025-12-22,"luke micros",KovaaKsDashingGhostpeekedDrop,""
wapaam!,2025-12-22,"luke switching",KovaaKsCrackingFraggedEquipment,""
wapaam!,2025-12-22,"luke switch stability",KovaaKsChokingFlankedPayload,"Switching-like scenarios; emphasis on stability & evasive, post-flick technique    fluidity"
wapaam!,2025-12-20,"Windett W1",KovaaKsExitfraggingAngelicGear,""
wapaam!,2025-12-19,"Ara W1 - wpm",KovaaKsStartingFantasticPick,""
wapaam!,2025-12-17,"('C_C) Easy",KovaaKsPerfectingHugeFlank,""
wapaam!,2025-12-09,"kanka",KovaaKsBindingNastyPlunder,""
wapaam!,2025-12-08,"('W_W) Lite",KovaaKsBuyingDandelionEco,"wavy micros"
wapaam!,2025-12-08,"('Z_Z) Lite",KovaaKsBunnyhoppingCrackedMachine,"Switching-like scenarios; emphasis on stability & evasive, post-flick technique  - fluidity  @wapaam on X/Twitter  "
wapaam!,2025-12-08,"TANRISAL PL v2",KovaaKsBlinkingClippyPistol,"added some stuff"
wapaam!,2025-12-04,"! mumble",KovaaKsRoamingSpringgreenDoghouse,""
wapaam!,2025-12-02,"• Valorant Playlist • ",KovaaKsWipingMahoganyLoot,""
wapaam!,2025-11-28,"kristux his last embers",KovaaKsJumpingPulledSupport,""
wapaam!,2025-11-28,"• Lost Puppies x Valorant Playlist • ",KovaaKsBloomingHorizontalPog,""
wapaam!,2025-11-28,"• LP Academy x Valorant Playlist • ",KovaaKsBindingHardContracts,""
wapaam!,2025-11-28,"• LP Academy, Valorant Playlist • ",KovaaKsBaitingGreenGulag,""
wapaam!,2025-11-28,"• LP Academy - Valorant Playlist • ",KovaaKsBackflippingGrayRank,""
wapaam!,2025-11-28,"• LP Academy Valorant Playlist • ",KovaaKsAscendingGrayBattlepass,""
wapaam!,2025-11-21,"('X_X) Lite",KovaaKsCounterstrafingBlackAds,"Static Switching"
wapaam!,2025-11-20,"('T_T) Lite",KovaaKsRaidingTealTopfrag,""
wapaam!,2025-11-20,"('H_H) Lite",KovaaKsPushingTanFeed,"horizontals"
wapaam!,2025-11-20,"('R_R) Lite",KovaaKsPlunderingFlyPistol,""
wapaam!,2025-11-20,"('C_C) Lite",KovaaKsParachutingFarIdentity,"Static-like scenarios, emphasis on micros & clusters, 1w2t scenarios for flicks & confirmation speed    fluidity"
wapaam!,2025-11-15,"Sm1le - blink + wavy",KovaaKsAdsingGoldenrodLowground,"speeding up confirmation on said micro "
wapaam!,2025-11-07,"ARTISAN JP SLEEVE COMING SOON!",KovaaKsCamouflagingBuggedFalldamage,""
wapaam!,2025-11-04,"! starvy",KovaaKsChatfraggingFlyBsp,""
wapaam!,2025-11-04,"('S_S)",KovaaKsWipingCornflowerWall,""
wapaam!,2025-11-04,"('M_M)",KovaaKsBuffingTaggedPharmercy,"Movement"
wapaam!,2025-11-01,"('SS_SS)",KovaaKsWinning10xPayload,""
wapaam!,2025-10-28,"fudgestars",KovaaKsNerfingBrownEntryfrag,""
wapaam!,2025-10-21,"('R_R)",KovaaKsPlunderingCobaltDiff,"Reflex"
wapaam!,2025-10-21,"('W_W)",KovaaKsPingingClutchImpact,"Wavy // Dynamic"
wapaam!,2025-10-21,"('C_C)",KovaaKsPickingCloseShard,"Clicking"
wapaam!,2025-10-20,"('H_H)",KovaaKsEntryfraggingBraveUfo,"Horizontal Target Tracking"
wapaam!,2025-10-20,"('T_T) ",KovaaKsEnragingBraveCashdrop,"Small Target Tracking"
wapaam!,2025-10-20,"micro-track",KovaaKsDeathballingBaitedGamesense,""
wapaam!,2025-10-14,"xyz",KovaaKsFlashingMaroonLostsector,"playlist of despair"
wapaam!,2025-10-10,"gray",KovaaKsGriefingGrayDiscord,""
wapaam!,2025-10-09,"! V25 Horizontals",KovaaKsChattingStaticTopfrag,""
wapaam!,2025-10-07,"! V25 Warm-Up",KovaaKsCarryingAcedChatfrag,"valorant warm-up"
wapaam!,2025-10-07,"! warm-up V25",KovaaKsBuying90Gulag,"valorant warm-up"
wapaam!,2025-08-19,"! essentials",KovaaKsAdsingWideDps,""
wapaam!,2025-08-19,"essentials",KovaaKsZoningWetStrike,""
wapaam!,2025-08-19,"VA Micro",KovaaKsTimewarpingVibrantPatrol,""
wapaam!,2025-06-19,"VA Switching",KovaaKsRaidingCamouflagedInventory,"a"
wapaam!,2025-05-21,"GC Khaos (Aim For Khaos)",KovaaKsRoamingGearedBrush,"shoutout skylr for amazing scenarios <3"
wapaam!,2025-04-27," clownx - micros",KovaaKsPatrollingDefaultStart,""
wapaam!,2025-04-24,"LEFT RIGHT GN",KovaaKsWipingCapturedPayload,""
wapaam!,2025-04-24,"sp1rit",KovaaKsFlankingWeeklyBottomfrag,""
wapaam!,2025-04-07,"click",KovaaKsBoomstickingCaffeinatedIntelligence,""
wapaam!,2025-04-06,"fullboxed - ilau",KovaaKsExitfraggingTwitchyCashdrop,""
wapaam!,2025-04-06,"petals",KovaaKsCallingSeagreenAntidive,""
wapaam!,2025-03-02,"btb_97",KovaaKsBlinkingZonedForcebuy,""
wapaam!,2025-03-02,"! brent",KovaaKsScreamingStaticCt,""
wapaam!,2025-03-01,"! austin",KovaaKsBlinkingLongPick,""
wapaam!,2025-02-26,"burrito issue fixer",KovaaKsPlunderingMidFieldupgrade,""
wapaam!,2025-02-26,"PURE x ASTRUM ✦ WARM-UP",KovaaKsTaggingSalmonChampion,"WARM-UP // PRACTICE"
wapaam!,2025-02-25,"! maxim",KovaaKsJumpingBrownEgg,"micro focus"
wapaam!,2025-02-22,"- Valorant Academy - wapaam",KovaaKsClickingChestnutAds,"not a benchmark, technique builder"
wapaam!,2025-02-21,"! Bjorn 2",KovaaKsLosingGreenDub,""
wapaam!,2025-02-21,"! Bjorn",KovaaKsDroppingFlankedLamp,"MMA Enjoyer"
wapaam!,2025-02-21,"near - tension - pressure",KovaaKsBunnyhoppingShamrockBuystation,""
wapaam!,2025-02-20,"kodeth homework 3",KovaaKsBuffingDownedTroll,"road to china"
wapaam!,2025-02-16,"! kilian",KovaaKsQuestingViscousExitfragger,""
wapaam!,2025-02-15,"! xanti warmup",KovaaKsImpactingTurquoiseExitfragger,""
wapaam!,2025-02-15,"! comfy homework",KovaaKsClickingScaredGasmask,""
wapaam!,2025-02-13,"! KODETH HOMEWORK 2",KovaaKsGlidingAntiquebrassAce,""
wapaam!,2025-02-13,"! SHOOTING IGL",KovaaKsCounterstrafingWeeklyChopper,""
wapaam!,2025-02-12,"! drog 2",KovaaKsDodgingAngelicBuy,""
wapaam!,2025-02-12,"kovaak",KovaaKsBunnyhoppingVioletTroll,""
wapaam!,2025-02-12,"PANA",KovaaKsBindingGearedRando,""
wapaam!,2025-02-07,"gamerfeet2",KovaaKsRoamingBurntorangeTacmap,"xd"
wapaam!,2025-02-06,"! Kubfu",KovaaKsCampingZonedBunnyhop,""
wapaam!,2025-02-03,"! ClawLuca",KovaaKsCrouchingChattyPayload,"WARMUP PLAYLIST"
wapaam!,2025-01-31,"! drog",KovaaKsBobbingFlankedArmorshard,""
wapaam!,2025-01-21,"robbfps w the sauce from subway",KovaaKsGearingSalmonBattlepass,"horizontals"
wapaam!,2025-01-19,"MicroDynamics",KovaaKsTimewarpingAsparagusGunsmith,"dynamic stuff based on micros"
wapaam!,2025-01-16,"2T",KovaaKsPushingRareGauntlet,"two target playlist"
wapaam!,2025-01-16,"1T",KovaaKsPeakingPickedLamp,"single target scenarios"
wapaam!,2025-01-15,"V25",KovaaKsAscendingGoodTag,""
wapaam!,2025-01-09,"undertracking",KovaaKsImpactingOrangePrism,""
wapaam!,2025-01-09,"@ Pokémon Center ",KovaaKsGriefingNerfedHell,""
wapaam!,2025-01-09,"Pokémon Center",KovaaKsFlickingNarrowJump,""
wapaam!,2025-01-07,"near",KovaaKsDeathballingPickedClear,""
wapaam!,2024-12-23,"adsasadsadsad",KovaaKsRevolvingAquamarineClutch,"valorant micros n smooth"
wapaam!,2024-12-22,"! horizontal valorant",KovaaKsJigglepeeking10xBait,"sadsaasdasd"
wapaam!,2024-12-22,"! valorant horizontal",KovaaKsImpacting360Diff,"horizontal tracking"
wapaam!,2024-12-22,"! horizontal",KovaaKsHeadshotting90Shard,"horizontal!"
wapaam!,2024-12-22,"horizontal",KovaaKsGriefing90Bottomfrag,"horizontal!"
wapaam!,2024-11-18,"! valorant micros",KovaaKsBloomingRoyalpurpleFlashbang,"valorant micros n smooth"
wapaam!,2024-11-18,"! practice",KovaaKsBlinkingRockyPick,"valorant micros n smooth"
wapaam!,2024-11-18,"yorkings",KovaaKsBindingRockyAds,"valorant micros n smooth"
wapaam!,2024-11-07,"! Gosu Academy",KovaaKsFinishingBrickredHalfbuy,"general fundamentals for valorant // gosu academy"
wapaam!,2024-11-07,"! type shi",KovaaKsFeedingBraveReset,"less extra"
wapaam!,2024-11-07,"@ Gosu",KovaaKsDunkingBlackSmg,"less extra"
wapaam!,2024-11-07,"! fundamentals",KovaaKsDinkingBadMain,"less extra"
wapaam!,2024-11-07,"! easier",KovaaKsDeathballingAttachedTeleport,"less extra"
wapaam!,2024-11-05,"! confidence",KovaaKsCrossfiringClearedWall,"amare scenario enjoyer"
wapaam!,2024-09-17,"! valorant tuning",KovaaKsBaitingFedEntryfrag,"with performance in mind, emphasis put on micros & stability"
wapaam!,2024-09-17,"VALORANT CONSISTENT WARM-UP",KovaaKsBackflippingFastMomentum,"with performance in mind, emphasis put on micros & stability - technique based"
wapaam!,2024-08-27,"! valorant",KovaaKsSensingFraggedAce,"not a warm-up"
wapaam!,2024-08-27,"valorant",KovaaKsScreamingForestgreenClass,"not a warm-up"
wapaam!,2024-08-27,"valorant everything",KovaaKsRocketingFlyGauntlet,"not a warm-up"
wapaam!,2024-07-30,"curry",KovaaKsParachutingSeagreenArmor,""
wapaam!,2024-07-28,"Polar",KovaaKsTeleportingAttachedFlank,""
wapaam!,2024-07-16,"Blu valorant playlist",KovaaKsWinningGooshedMomentum,"welcome to blu coaching"
wapaam!,2024-07-16,"Blu playlist",KovaaKsVibratingGoodTroll,"welcome to blu coaching"
wapaam!,2024-06-25,"! valorant warm-up",KovaaKsBunnyhoppingBoxedChoke,"oops"
wapaam!,2024-06-20,"luckyyou warm-up",KovaaKsRocketingRockyExitfrag,""
wapaam!,2024-06-20,"luckyyou",KovaaKsPeekingPeriwinkleBm,""
wapaam!,2024-05-26,"prototype",KovaaKsMountingTurquoisePayload,""
wapaam!,2024-05-22,"wapaam xd warmup-ver",KovaaKsCamouflagingVibrantAimbot,"valorant warmup 10min warmup"
wapaam!,2024-05-22,"wapaam xd warmup ver",KovaaKsCallingVerticalContracts,"valorant warmup"
wapaam!,2024-05-22,"wapaam valorant warmup ver",KovaaKsBuyingVermilionGulag,"valorant warmup"
wapaam!,2024-05-19,"wapaam xd",KovaaKsBuffingBrightDiscord,"a"
wapaam!,2024-05-19,"wapaam val",KovaaKsBottingBraveSkybot,""
wapaam!,2024-05-19,"wapaam",KovaaKsBoomstickingBraveBrain,""
wapaam!,2024-05-19,"wapaam warmup",KovaaKsAscendingAttachedChampion,""
wapaam!,2024-03-04,"micro blyat",KovaaKsZoningHorizontalFieldupgrade,"smoothening out flicks / microing to targets after flick"
wapaam!,2024-03-02,"RedNose",KovaaKsFinishingDenimDunk,"- gosu"
wapaam!,2024-02-10,"wapaam - practice list",KovaaKsWinningDefaultAntieco,"clicking practice playlist    not a warmup"
wapaam!,2024-01-28,"gyrah valorant",KovaaKsMainingFarAdventure,"- gosu"
wapaam!,2024-01-18,"wapaam valorant playlist",KovaaKsTaggingBoxedMilestone,"play for accuracy and static technique  - dont fully stop after a flick (not flicking TOO hard)  - maintaining pace (dont PUSH pace)  - target confirm time(crosshair on target / accuracy)  - learn to trust your micro-adjustments"
wapaam!,2024-01-18,"valorant wapaam",KovaaKsScreamingMediumAds,"play for accuracy and static technique  - dont fully stop after a flick (not flicking TOO hard)  - maintaining pace (dont PUSH pace)  - target confirm time(crosshair on target / accuracy)"
wapaam!,2024-01-16,"boni warmup",KovaaKsJumpingAquamarineRifle,"5min routine"
wapaam!,2023-12-30,"target literacy valorant!",KovaaKsTeleportingShinyMount,"valo prac"
wapaam!,2023-12-06,"valorant warmup wapaam",KovaaKsTimewarpingIndigoWeaponlevel,"play for accuracy and static technique  - dont fully stop after a flick (not flicking TOO hard)  - maintaining pace (dont PUSH pace)  - target confirm time(crosshair on target / accuracy)"
wapaam!,2023-11-01,"kitsune",KovaaKsJigglepeekingVividtangerineFeed,"playlist from wapaam - gosu  - stay calm and try to avoid building bad habits when noticed"
wapaam!,2023-09-08,"bee ",KovaaKsAfkingTanOfftank,":)"
wapaam!,2023-01-03,"THE GROUNDPLAZA GRIND",KovaaKsSnipingApricotEntryfragger,""
wapaam!,2022-12-29,"scrypt - voltaic bench",KovaaKsPeakingPulledMachine,""
wapaam!,2022-12-22,"Wapaam 2",KovaaKsDroppingAlmondAds,""
wapaam!,2022-12-18,"Voltaic Reactivity - Szn",KovaaKsResettingHugeGear,"reactivity training 0.382 x 800"
wapaam!,2022-12-16,"horizontalish 1w2ts",KovaaKsCallingSneakyContracts,"leaderboard"
wapaam!,2022-12-09,"Clicking - Bee",KovaaKsHeadshottingVioletInitiator,"valorant"
wapaam!,2022-11-26,"Dynamic Click Timing - Bee",KovaaKsStrafingVibrantCatalyst,"click timing + track click > FOCUS ON ACCURACY"
wapaam!,2022-11-26,"bee valorant",KovaaKsSnipingVermilionPayload,""
wapaam!,2022-11-22,"wapaam's girl-",KovaaKsChallengingFastPrism,""
wapaam!,2022-11-22,"wapaam's girl v2",KovaaKsCarryingFastArena,""
wapaam!,2022-11-22,"wapaam's girl",KovaaKsCampingFantasticHell,""
wapaam!,2022-09-20,"Wapaam's vertical aim",KovaaKsHipfiringMaximumbluePick,""
wapaam!,2022-09-20,"wapaam - vertical aim",KovaaKsDroppingJumboMount,""
wapaam!,2022-08-18,"wapaam - valorant",KovaaKsGearingAsparagusLurker,"33-30cm usually"
wapaam!,2022-08-04,"BEE",KovaaKsCheatingSalmonPatrol,"valorant"
wapaam!,2022-07-19,"Routine 1 - hnA tacfps",KovaaKsCheatingVibrantPopcorn,"35-70cm - This routine is intended to focus on the raw stopping power and speed aspect of aiming, which ideally helps speed up the initial flicks towards the target and how rapidly one is able to acquire the target in a precise manner."
wapaam!,2022-07-17,"VRT Warm-up",KovaaKsCapturingKnockedBigpot,"visual warm up for eyes"
wapaam!,2022-07-17,"STATIC DAILY",KovaaKsSensingFastAttrition,"1w6t vbr instead of normal 1w6t    goal: getting good at 1w6t extra small"
wapaam!,2022-07-17,"bro",KovaaKsGearingCharcoalgrayYellowbar,"1w6t vbr instead of normal 1w6t    goal: getting good at 1w6t extra small"
wapaam!,2022-07-17,"truste static daily-reup - fix",KovaaKsFlashingCeruleanFrenzy,"1w6t vbr instead of normal 1w6t    goal: getting good at 1w6t extra small"
wapaam!,2021-10-04,"Tracking Voltaic Intermediate (Precise+Reactive)",KovaaKsPingingMagentaSecret,""
